id,imdbId
36955,111503
10449,111693
10395,111742
12160,111756
40480,112443
52038,110455
29444,111048
26352,110399
39953,112570
41580,109454
315,59170
22067,110186
18242,108069
11667,111301
32502,112702
267188,112849
28732,113014
75555,113043
42981,113104
278939,113173
291731,113319
226229,113827
203119,114047
172923,112889
316098,109339
8011,110027
171857,109785
2654,113409
18069,109021
19092,109035
2758,106220
38129,111804
10436,106226
13595,109068
46094,109067
9409,106292
11853,109198
16771,109219
46924,106379
11041,106400
306,109254
14522,109279
26203,109297
178,109303
19819,109305
57834,109306
4722,106452
18215,106471
1607,106489
26391,109361
117553,106505
6075,106519
11310,109439
18658,109443
9350,106582
9612,106598
2124,109456
26261,109480
19176,109493
49299,106660
11566,106673
9571,106677
9739,106697
24257,109729
34444,106834
26141,106873
10997,106332
50463,109783
10443,106881
20239,106880
16297,111732
18551,106926
25440,111712
9024,106941
37233,106918
1634,106965
13815,109842
5503,106977
35588,107004
2087,109890
41579,109891
18620,109913
41006,109920
4916,107057
2019,107076
31642,107096
9255,107144
26271,113674
10612,112966
2259,107151
16097,110064
11934,110074
106143,110097
12475,110123
9386,107206
7984,107207
59930,110137
15765,108551
31643,110197
6,107286
329,107290
10909,107302
507,110265
34024,107322
29918,110305
9593,107362
42580,107413
22317,110353
1413,107468
12121,107478
2246,107497
10502,107501
10440,107507
9516,107554
2320,116253
5879,74102
83718,111689
11971,107616
2625,107611
31911,107613
788,107614
21450,107653
11231,110657
41588,110649
10447,110678
31586,110687
9300,107756
9559,107808
9800,107818
713,107822
8291,107840
18133,107889
25557,111003
22588,110939
10872,110955
1245,107943
11858,110971
7007,107969
10467,111001
5550,107978
8005,107977
2088,107983
10412,105275
47889,108000
14534,108002
56583,108026
41878,105032
424,108052
35233,111094
14291,108065
103413,111102
11236,108071
11592,111127
8850,111143
10445,108101
695,108122
43535,111194
12519,111201
23210,108149
858,108160
867,108162
78,83658
13203,108186
10442,108174
11074,108238
33367,89256
9607,108255
17585,111323
9057,111400
20967,108328
10635,111418
9479,107688
10057,108333
11969,108358
41590,111488
319,108399
26408,108515
15139,110763
161158,107779
218473,109226
85247,110259
11446,114906
51980,107002
24405,109403
11655,104029
11800,110623
8223,107315
14587,106408
31504,110363
41653,107349
53185,111709
95743,109828
23637,107225
17600,111252
10897,110366
349394,106878
21352,109120
68806,108059
37345,110892
32562,112651
47507,107642
25403,109382
124304,106678
9066,112572
771,99785
251,99653
812,103639
280,103064
581,99348
80350,114706
268,96895
274,102926
408,29583
10020,101414
10895,32910
114,100405
41043,110719
576,65214
15477,110395
59146,111752
124472,109934
30528,112606
7300,117247
10824,112625
261246,106537
275,116282
25059,116552
11827,82509
8766,116514
23570,117283
47333,116684
54850,110374
51242,70506
10112,65421
4307,113083
46029,118001
32308,116165
88893,102855
52873,107471
123505,113839
340210,112712
44281,90665
28121,117891
12520,113613
1592,117381
166901,114305
36447,115837
19042,115509
38884,114671
47449,112844
36259,114658
41852,116275
40926,113122
9099,117608
2021,113448
61752,116414
10988,116095
11479,111543
398959,117517
287305,117312
339428,116485
12652,113947
10684,115956
954,117060
68445,109028
18989,117071
10801,117788
54285,112257
8840,116136
278978,118026
124625,117117
11107,116168
16417,111787
70934,112509
10363,54189
161070,115591
10539,116683
10543,116287
18414,116768
47502,116269
11902,114787
27098,113720
25087,112536
5801,48473
896,52572
3065,117128
318177,114616
2300,117705
8069,62711
288173,110061
187851,140614
27768,108181
221917,114307
8072,58898
35797,82206
88030,111430
185191,107727
83857,81759
33245,113443
124460,109491
27281,114048
105045,111613
40001,117104
29621,117688
117730,109751
20762,117774
37144,114736
48260,112604
12656,116289
38867,109593
277270,103095
25969,112368
44103,104046
753,62952
43634,115742
9103,117420
90214,115951
29649,117784
10990,117107
8866,117979
12233,95776
23449,115851
36355,116322
37667,109374
90148,110712
922,112817
11876,113362
52633,73778
62364,112546
11687,108500
9304,117108
73183,113270
131232,333373
9100,115963
20759,116448
46063,116827
365371,114894
32513,112701
40651,113429
36915,116508
40507,117260
9802,117500
25697,116405
21588,109592
664,117998
11867,115624
47119,113145
314352,116559
9323,113568
10280,117894
10535,117723
124613,112586
532,112691
26744,40366
16299,117768
10547,115571
245268,31612
935,57012
55613,103926
215107,105737
41007,113849
35645,113188
110465,42644
255546,109381
40751,109688
275096,104606
85778,110480
11101,108211
9826,117331
9879,117765
63564,116833
22621,113280
7095,116669
26890,116594
46732,113211
124633,114494
202425,94265
196940,105201
77771,70820
181083,84898
41225,63715
188589,109191
87190,114122
627,117951
32872,118523
602,116629
14553,117737
9566,116277
10545,116583
9894,115798
11543,116778
9268,116213
52059,113147
9327,117218
123763,100990
81949,111546
42005,93199
124306,106810
183955,111180
44535,111237
44495,72362
78285,103207
11228,116040
10779,116365
26748,116905
38223,116493
9294,117333
49963,118113
11363,117628
1645,117913
31546,115530
77056,114266
36344,115493
18550,116320
11511,116756
172198,109356
34170,116823
281085,112568
109478,114170
124645,117999
12606,118073
69895,108220
35206,49521
151489,104403
4837,61495
12632,110246
9098,116164
282919,112865
124614,112716
18975,115472
11962,116707
2925,116313
28628,114550
3595,117438
9308,116531
92381,117332
18555,116353
12123,115857
10830,117008
3573,116191
10546,115986
18862,116571
31417,53459
9431,117826
124619,113695
297645,108227
48144,111424
46986,113080
144982,115680
47907,117718
10061,116225
36266,112767
549,115632
10478,117918
66634,104109
116690,51980
213917,100840
145925,107575
100914,42054
238,68646
159,109255
11134,104558
88224,116985
132641,46468
42758,114474
9303,115736
23945,115836
37820,101692
22479,116745
9054,119214
241058,116934
11985,109066
10232,75169
59569,113542
410921,110693
38955,106544
110513,116418
114089,112607
11015,120004
9306,116654
12559,116311
58770,117965
124851,114592
3587,115725
10723,115783
56077,120271
19004,113596
101230,109001
253632,94822
10987,113253
44705,117991
20318,117093
43596,24252
79782,1684935
26933,111019
27854,35896
981,32904
872,45152
2769,43278
13320,50419
164,54698
426,52357
567,47396
3078,25316
13528,36855
28288,25164
213,53125
284,53604
239,53291
4808,56923
289,34583
963,33870
11113,58385
6620,47437
804,46250
26531,31580
909,37059
630,32138
770,31381
31044,84370
599,43014
15,33467
62,62622
121357,39428
705,42192
22490,32143
223,32976
25670,32484
303,38787
4174,38109
8356,50105
381,48728
20758,42451
29376,45537
1859,31725
18299,50658
17281,51658
64382,52126
10907,29843
32093,32762
1939,37008
22292,39420
3598,29162
3080,27125
198,35446
13562,28010
1712,49261
220,48028
3529,25878
3085,32599
2897,48960
1585,38650
3083,31679
900,29947
43795,34012
85638,17350
50001,36094
43905,25586
22688,38300
23114,27893
26378,32022
40206,41509
22356,39152
260,26029
43488,38235
22613,36241
10331,63350
488,43265
22733,46414
261,51459
57575,47162
32574,33891
22657,29855
76464,29588
22649,22879
176841,27980
125587,114007
39448,93229
52855,118927
39940,48491
172868,113730
85328,117357
124632,117669
11076,116329
63945,118742
58985,116442
890,114354
10861,117011
1770,117039
44465,117473
2033,116635
18203,115678
9333,116830
47260,115847
9400,117603
9401,115438
12241,115994
25739,83587
161806,116167
11306,116259
9625,116421
10680,116000
6346,115862
18660,72653
35115,47977
14821,72951
14136,64603
10869,71607
22660,50798
19186,55277
31102,54195
6878,107131
15944,53271
18444,54357
20723,59793
173,46672
864,106611
24795,109127
11224,42332
81310,63819
15947,38166
9078,57546
29682,41890
8367,102798
433,58331
11360,33563
11114,76538
12335,66817
12092,43274
10948,82406
11229,116361
15121,59742
562,95016
10163,104692
48862,118044
117036,114597
47199,117582
11159,117589
9591,117887
30500,117924
41843,117791
55058,116928
10938,115640
11412,116908
10586,116409
42314,116913
27845,117958
108365,117400
23223,117202
49471,116404
38153,120107
25147,116722
9716,116242
43777,115600
454,117509
10218,117802
819,117665
38191,117781
56830,116714
11238,115491
27256,43140
31530,29546
66473,28757
28120,39286
1834,37101
26282,44863
37218,109823
252,67992
116356,111622
16372,55018
11561,70707
11302,66808
623,95159
583,79470
12614,84865
21711,68334
11575,59243
475,61418
11331,52027
521,46912
21202,113731
88,92890
500,105236
792,91763
8491,98627
402,103772
10537,101761
11386,104036
9504,104348
15764,84707
601,83866
67365,117577
25842,29992
2119,99371
744,92099
136311,115531
221,48545
702,44081
25750,115885
17642,116859
427043,115870
146341,115684
9305,117040
37616,117284
11112,115580
21612,116378
141210,2250194
102461,113057
36998,116581
200383,114622
116844,112907
1630,117318
26626,116422
124837,117320
11816,82846
11843,72081
10379,101775
2756,96754
790,80749
1103,82340
11298,82533
4480,91288
4481,91480
49688,107274
10765,81375
762,71853
44497,116587
85588,112777
278621,116245
99479,116212
55049,117968
124829,116886
79306,117677
356054,112759
10548,118147
531,108598
104931,110173
4483,84589
18919,109781
31556,40427
26167,40723
26174,39881
61461,34493
117500,39004
218713,26465
217802,26656
127973,25799
659,78875
30892,69198
86369,110521
8074,60304
124676,115715
38554,116059
49763,115610
41326,99028
36555,112483
10608,103850
11216,95765
7452,97108
64567,109942
892,101700
1600,101765
26561,101811
975,50825
18129,99703
54405,102014
150823,120121
409,116209
38251,102426
10161,97937
1412,98724
41768,105107
10409,105488
14285,96257
2469,101026
10174,102370
31225,100332
510,73486
11455,78446
1891,80684
2493,93779
85,82971
68,88846
679,90605
429,60196
13446,94336
389,50083
947,56172
185,66921
595,56592
28,78788
335,64116
1892,86190
144,93191
1092,41959
769,99685
348,78748
766,106308
175,95250
11645,89881
10835,97202
539,54215
525,80455
240,71562
600,93058
530,104361
10705,97499
279,86879
3109,45061
311,87843
1578,81398
703,75686
9549,86197
1398,79944
387,82096
9277,70735
343,67185
37291,103130
490,50976
11235,85859
218,88247
763,103873
9665,97441
18971,100519
696,79522
379,100150
207,97165
37247,61722
1480,52311
9322,100263
826,50212
422,56801
829,71315
828,43456
3090,40897
9964,92610
3063,23969
13667,88794
694,81505
235,92005
832,22100
765,92991
5925,57115
11778,77416
4485,82269
137,107048
33,105695
982,56218
8428,100436
212,36613
105,88763
1633,101921
11202,66206
1554,90967
149,94625
8009,91203
903,61512
11673,99334
3034,72431
339,102536
10404,101640
914,32553
756,32455
288,44706
910,38355
2640,97493
16633,81534
665,52618
11031,88258
11314,85809
15143,94006
89,97576
10322,78841
783,83987
10644,96332
11257,91867
14370,89886
12104,84503
625,87553
8816,89606
830,49223
2323,97351
983,73341
642,64115
655,87884
10341,101458
639,98635
266022,113369
168450,114089
30180,116589
31388,117550
41801,116293
66034,116953
348138,115754
96288,114093
61536,116601
18762,112537
331367,107314
8077,103644
814,82010
41671,103678
27214,85159
52263,115535
33519,106262
16235,83550
11449,78767
41848,99030
25944,71233
24913,90655
49126,75704
32076,92632
571,56869
8851,51418
37843,82083
32146,101492
30346,37549
6114,103874
229,26138
13549,74258
9529,103919
1598,101540
11349,55824
7340,74285
6217,83722
377,87800
653,13442
28198,91651
794,75005
31640,115710
8744,115495
25189,117057
145,115751
2212,119791
199,117731
7863,117631
12498,117666
9279,116705
53234,84116
17204,117293
21539,117372
85589,113557
12709,117477
20539,115988
11674,115433
199512,42354
64900,110171
1573,99423
152,79945
174,102975
172,98382
154,84726
157,88170
168,92007
364,103776
11967,96487
9086,100994
621,77631
9037,84021
10173,100114
55687,115471
168535,117773
8845,105690
46681,52287
578,73195
579,77766
17692,85750
17795,117119
75,116996
13891,115906
9390,116695
378,93822
10896,94155
2322,105435
41240,115633
26949,116621
9819,116999
49799,117691
31908,116410
46027,119783
3179,115641
1802,112769
4232,117571
9361,104691
2928,117038
30285,116240
10549,116477
58102,117690
18451,118163
27265,117091
49935,118100
8818,116250
36758,117364
36040,67959
74239,117028
9415,119731
55146,116506
303693,116640
12145,119115
42424,120550
34314,120390
2892,112362
9404,116704
85242,120414
9622,118708
8860,119664
197537,110425
66597,80714
14832,106535
9619,118928
40506,119644
31000,106266
4104,106387
26306,119937
203829,117907
43775,109949
14908,119640
784,116790
12489,119225
168283,116310
16448,118111
55936,116754
17894,118691
28059,120238
58911,116565
17949,119887
1968,119141
61563,120357
66,118548
20735,120317
11419,120434
333165,118042
25796,120318
638,116922
25624,120036
9366,119008
60083,117544
21915,118750
90928,120014
50091,118762
18420,118859
19952,118702
9446,119432
28005,116743
9403,119951
27322,119572
10003,120053
9311,120152
11844,118064
884,115964
49806,116041
1624,119528
88423,117422
16052,120094
4477,118972
24662,118829
18423,118663
76996,116931
6499,120389
50512,118623
9405,119013
12723,119381
9360,118615
9434,119229
118991,116762
21626,116783
13982,118541
93946,113314
77223,119859
31465,120366
12793,118586
102878,118783
105763,117050
9611,120032
47694,116295
10357,120461
9977,115886
816,118655
2163,118771
124680,115760
16399,115927
124843,117482
31017,120383
24645,105660
49478,120479
12499,119109
18,119116
68545,116643
1811,119809
109614,116920
60082,120190
105045,111613
53023,58985
64802,119578
11239,117615
50850,120087
15321,120394
2058,118556
9450,115744
125021,118964
330,119567
38523,117359
16375,117561
33660,120118
59232,118117
45671,114303
17770,120373
15170,118787
1701,118880
201445,116834
26422,114134
124642,112951
1639,120179
49235,117724
106129,117775
291634,113968
107743,118127
415,118688
47686,119019
65889,120034
11103,116502
11970,119282
34941,119502
407992,116949
8874,119738
17991,105569
11956,115856
266,57345
754,119094
37567,119098
43771,116384
124834,117076
249358,113425
111367,116334
607,119654
18080,119848
38225,120512
17834,120133
686,118884
65046,116930
4421,119173
9387,82198
10603,119190
2142,118887
8413,119081
10336,120177
20737,118570
9413,119896
14585,119361
18519,119152
49462,118818
8834,118883
9458,118966
8854,120207
38295,120112
22073,119311
37244,119509
4961,119675
9416,119695
26180,119086
17832,119484
9772,118571
6072,118531
1669,99810
468,102494
32519,119465
108401,120197
10806,119360
9433,119051
6623,119874
2118,119488
978,120102
9437,119468
29461,120169
56651,119457
10351,120524
66588,120323
2649,119174
14289,119123
10155,120399
75250,119557
20457,119632
18355,118647
33657,120151
55306,120402
68924,119349
36434,120192
2255,118842
28353,119326
9427,119164
172545,116631
17589,119280
3597,119345
1813,118971
36797,120029
12628,119906
33344,119324
25099,119107
45019,120481
63437,120303
62422,120539
782,119177
29911,119095
9827,119891
1959,120257
251481,120529
8067,119535
125052,119338
45153,119080
10871,119210
14398,118900
10890,83131
99002,117221
1281,118689
32332,119327
9770,119592
12616,119832
34838,120275
14905,120490
14583,119527
11975,119978
4995,118749
9281,90329
45928,119365
563,120201
61337,118901
19931,107282
31535,118836
10215,120148
9823,119707
37165,120382
45609,120520
38904,119723
45565,116592
9407,119994
4824,119395
9444,118617
9414,120483
8078,118583
29938,112318
11831,118607
2895,118632
39177,123385
19601,118698
124606,109266
42832,118764
22797,118804
2639,118954
9574,119137
10371,119142
489,119217
167738,116465
293820,116490
9714,119303
102406,119352
170430,116976
8197,119668
6283,119715
279698,117167
49728,119819
64562,119845
4233,120082
191874,120222
10217,120255
438108,128755
597,120338
714,120347
52537,117994
12799,118230
62394,119052
9922,119925
547,119314
25994,120521
184,119396
9746,119485
9438,119718
115,118715
26941,118566
27103,119590
9410,119223
32302,118539
216794,119655
88863,119988
154821,129758
41417,120670
12538,120820
586,120885
2666,118929
46338,116845
54007,120478
11258,120696
9490,120693
9411,119099
25719,120122
9033,118643
11220,112913
21253,119815
6116,120185
9457,118956
281289,128690
43911,119521
39424,119734
44361,119711
11702,120008
2923,120594
12238,119784
11568,118747
41577,114690
66894,120707
11003,120888
10153,120184
49645,118662
47112,116379
102732,119548
30949,120782
2898,119822
9558,99939
83593,145302
320011,119656
26269,119594
11808,120873
6970,120491
47452,119574
18205,112619
36943,140282
21736,120661
17941,118744
10668,120241
9313,120744
42807,120769
617,120890
36568,125454
37272,120642
5910,119250
9440,119942
53092,119780
32911,120510
44308,120793
124821,119049
32456,124179
93350,119560
62695,120219
32144,120108
17127,120772
40688,120645
17133,119305
19848,119905
17644,120598
1774,124295
30265,118851
2157,120738
70581,119272
8838,120749
29193,120176
795,120632
16980,120728
27472,120773
47881,120765
9469,124718
12488,119196
98499,118229
81367,120213
267,118819
16148,120906
21252,119792
73135,117443
9449,118755
6264,119947
90414,130019
188870,119508
215373,118727
78149,118577
15513,120723
31220,120725
13907,138563
29825,119987
10622,117786
30020,120265
17139,119448
34582,118785
10216,120841
9771,120742
24560,120838
76330,141986
9448,120609
38618,120856
18316,120610
78373,118925
77514,119952
49474,113184
4415,119683
39467,120211
55561,118866
8656,120647
209345,145048
58680,120531
35161,125128
35796,119506
18937,120800
929,120685
9452,118798
1878,120669
9844,120777
40505,131436
14342,119053
9715,119313
26610,119375
20064,119547
40961,120401
1965,120787
312,116692
6068,120828
15037,127723
50043,118894
37636,139362
17044,119494
60951,125980
21334,118849
416437,150290
32284,116141
51955,126938
37410,122529
47481,143614
53765,119717
10674,120762
136134,140508
846,120902
12655,126344
3050,118998
1389,120780
11020,73540
20862,120321
108548,120443
9464,118789
95,120591
944,122151
35680,123987
11551,122718
473,138704
102304,140688
544,129387
10513,52077
28966,18578
65203,19729
143,20629
42861,21746
33680,22958
56164,23876
12311,26752
43277,27698
43278,29146
34106,30993
43266,33729
27367,35093
17661,36872
28580,37884
887,36868
33667,39416
23383,40416
25430,41113
27191,44672
11426,45793
654,47296
15919,48356
1725,55614
5769,57590
874,60665
10633,61811
17917,63385
3116,64665
1051,67116
1366,75148
12102,79417
16619,81283
9443,82158
11050,86425
606,89755
746,93389
380,95953
403,97239
11485,65063
466,67309
13820,87995
15389,100142
13597,91369
2108,88847
10014,89686
10072,93629
10131,95742
10160,97981
11284,101917
4488,80761
9725,82418
9728,83972
9730,87298
9731,89173
10225,91080
10281,95179
10283,97388
948,77651
11281,82495
10676,85636
11357,95271
11361,97474
36599,81383
39929,93176
41828,98136
41769,105179
10585,94862
11186,99253
11187,103956
609,84516
11133,91778
10306,95889
9552,70047
11586,76009
11587,99528
941,93409
942,97733
943,104714
927,87363
928,99700
9340,89218
9342,120746
38509,119910
60033,117898
12101,70723
19,17136
165,96874
196,99088
551,69113
16084,76054
17984,54594
22328,78790
32611,54649
3170,34492
346,47478
859,94947
841,87182
11051,95497
242,99674
1411,102757
9769,119558
9424,134619
9835,120741
857,120815
17539,137386
44322,119007
22777,66728
20173,66811
10957,88814
9570,78869
16249,62737
13962,109287
14612,75807
19378,77305
65157,97053
29228,65566
19379,82199
11164,109520
18887,52722
40866,82263
24736,106868
10122,91059
24816,61715
9994,91149
25445,61749
12129,80861
14140,76137
10439,107120
11158,104437
9354,97523
28736,77698
34774,56095
37969,57180
9631,120768
9820,120783
14013,131857
36606,119165
96196,120687
98505,124115
1779,98213
10849,89853
678,39689
907,59113
5961,83922
47908,90203
42121,86423
2887,106273
11974,96734
20348,89126
26648,71910
11911,82736
793,90756
35144,89385
9325,61852
43037,53994
10340,48280
10144,97757
10414,104868
10437,104940
15300,104990
12230,55254
13380,89731
10693,46183
11335,81353
11135,100477
11319,76618
14822,78158
15969,107952
13155,89908
10249,102803
15943,75200
10882,53285
24808,86336
19762,57518
13850,38969
2619,88161
65158,111271
53565,19422
41841,111359
27332,84783
97,84827
10419,108265
11675,120694
2107,102250
6471,79367
9442,83798
11591,85894
13697,101969
19158,99697
227,86066
87,87469
123,77869
9314,87803
11336,85407
9980,91499
10657,107665
10489,85382
10823,87050
11497,96787
2907,101272
9454,120631
8688,120832
118452,128214
16155,120813
48894,120056
23954,80388
12761,77711
396,61184
14367,92513
11814,90305
16081,61584
18331,57372
15171,70016
11837,78480
11704,84649
11639,83791
4978,90633
10380,101329
11976,89469
15144,88128
11522,91790
11557,90060
13853,90848
11415,91223
37530,93220
8393,80801
11937,97443
21661,140796
9320,118661
33644,120703
14662,120831
125124,133413
115872,129923
39930,116516
10692,99763
805,63522
34584,88323
34636,100240
2182,80391
28070,94077
77469,119517
10278,124595
36647,120611
17915,120576
14557,118301
9417,120901
41469,119778
19381,120692
34637,95709
4011,94721
161795,119033
1580,40746
5854,74512
573,68611
2370,65112
5780,61107
506,58329
22527,51207
574,49470
11219,48750
30159,45897
845,44079
1978,42994
3682,120577
51942,119346
46702,123324
54795,119453
46748,139564
847,96446
117,94226
14577,120654
37498,120724
38621,119125
59138,139468
28047,119892
4175,42004
31667,39694
13321,37017
21734,36342
31997,35279
24197,33922
11462,34248
31995,31505
940,30341
2762,29811
12684,28212
2761,28231
8208,25452
52907,24747
15007,23285
36049,23395
52748,22395
75793,20852
47695,21015
31930,21165
20213,20142
543,19702
36054,18756
143750,2140519
52782,17825
36055,17843
36056,18328
2760,17075
64398,16230
10220,128442
431,123755
31641,118980
223318,165857
69848,120775
22796,124879
22256,119934
37550,75040
37916,73817
21873,81207
21500,85346
84116,87359
12626,92699
37818,92537
3525,96463
129628,96166
2321,95593
2028,98258
16384,100212
91217,100134
77314,101530
10699,104412
11597,105629
218624,82172
47947,84938
48311,84472
44772,87810
14347,86973
41090,92225
18282,91680
18169,90583
11082,96073
5971,98625
11933,102558
20096,101523
30815,102469
881,104257
4478,107211
22318,120788
53113,120776
2109,120812
122289,113658
24746,118736
72987,120835
193103,120162
8195,122690
9877,146336
26618,118863
21132,119802
11855,126604
24016,100594
14785,109206
14794,63850
3486,80731
11071,47573
1091,84787
10403,105151
11337,81554
162,99487
25723,117276
73351,144604
8916,120587
28134,120823
9429,120770
12159,120889
27791,124102
43106,52607
30197,63462
10156,82517
10377,104952
3121,73440
4975,119577
37532,139615
9713,120701
134368,122642
85837,69966
1039,141824
9821,119670
4437,86837
1890,90830
1955,80678
39437,120603
11932,144120
6435,120791
108316,119534
10683,147612
63709,119986
9445,118636
2657,120789
9425,120157
32326,150230
637,118799
8675,124819
125762,143874
20701,100740
9945,120877
73,120586
18603,116481
46889,120722
12888,158493
3033,120684
9882,133952
10663,120484
4518,127536
1808,120879
3600,130018
17037,155753
297,119643
5332,120643
21589,116488
8336,120767
11893,89941
123056,90934
12223,73747
32081,87932
14924,91954
10002,91538
41817,99750
19426,50783
12560,85244
9798,120660
14444,134067
9487,120623
9466,120533
666,140888
2042,120070
10162,166396
309,154420
692,69089
24018,45826
1678,47034
39256,87344
1680,56142
244,24216
10730,74751
31947,91344
8130,89017
11532,89087
9749,89155
14628,97366
9626,89893
13698,91159
10466,91541
707,90264
11954,89489
9336,87928
10157,89822
12118,91777
10587,93756
11825,95882
11895,98105
9447,120595
12257,119304
37536,165494
10029,124198
27104,119248
11252,155975
8545,147004
10223,120324
9745,141109
200,120844
9837,120794
11545,128445
1934,138097
110643,87688
11881,39628
13764,89961
24951,98115
8879,89767
1369,89880
1368,83944
1370,95956
10303,89370
9326,88011
10328,88933
11285,94890
1367,79817
1371,84602
1374,89927
1375,100507
15196,88930
11904,90357
215875,92173
15596,90685
13818,91188
29968,91653
44326,91024
1885,87538
8856,91326
10495,97647
5825,97958
9489,128853
16885,120706
76857,120861
8741,120863
9276,133751
9822,120751
39314,41650
10312,129290
9441,120686
9422,120633
125582,142231
24525,119336
10368,120857
11365,120514
140897,144546
31662,118564
36136,127722
1363,120699
46992,150915
825,145734
22913,120391
15556,132512
28902,120710
14709,139699
9423,120458
14443,93072
10658,91225
6917,93075
40729,99636
24086,90768
11815,51622
9426,91064
10344,97368
15698,91875
2620,90660
30497,72271
16337,92076
25018,99994
16780,110978
12151,91877
25438,92112
33278,90917
274253,90710
192,91605
10945,91306
10013,91738
9671,90555
9396,92493
11038,92105
12278,91991
11873,90863
18588,90567
10015,91187
12715,91055
8388,92086
45712,120683
6187,119773
8129,151691
1618,149151
10722,112922
296543,120095
10314,160862
125548,138279
47139,163984
11167,54167
170187,152548
2112,120784
16172,145893
111794,138987
9524,128133
